docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle
uiuo.ark+=13960=t6g16kp69,"Lawrence, George A","Lawrence, George A. (George Alfred)",1827-1876.,1866,1866,s,1866,    ,London;Tinsley Brothers;1866.,1866,,Fiction,English fiction,,PR4878.L7S3,8781812.0,enk,8723044,1,5,5,v.3,3.0,"Sans merci; or, Kestrels and falcons",,True,"Sans merci; or, Kestrels and falcons"
uc2.ark+=13960=t4rj4g518,"Jerrold, Douglas William","Jerrold, Douglas William",1803-1857.,1867,1857,s,1867,    ,"London;Bradbury, Evans, & co.;1867.",1867,,,,,PR4825.J4A74 1867,3610049.0,enk,781475,3,3,3,,,The story of a feather,,True,The story of a feather
uiuo.ark+=13960=t3cz3vk37,"Tabor, Eliza","Tabor, Eliza",,1867,1867,s,1867,    ,London;Hurst and Blackett;1867.,1867,,,,,,2593802.0,enk,8718015,1,3,3,v.3,3.0,Alec's bride,,True,Alec's bride
ncs1.ark+=13960=t7vm4kg7w,"Paludan-M?_ller, Frederik","Paludan-Müller, Frederik",,1867,1867,s,1867,    ,"London;Macmillan and Co.;1867;(London;R. Clay, Son, and Taylor)",1867,,Fiction,"Mexico|Battles|Adventure stories|Inquisition|Juvenile fiction|Hermits|Knights and knighthood|Love stories|Fountain of youth (Legendary place)|Conquest, 1519-1540|History",,,302292149.0,enk,10668565,1,2,2,1867,,The fountain of youth,,True,The fountain of youth
uiuo.ark+=13960=t7rn3q28p,"Braddon, M. E","Braddon, M. E. (Mary Elizabeth)",1835-1915.,1868,1868,s,1868,    ,"London;Ward, Lock, and Tyler;1868.",1868,,NotFiction,,,,11094629.0,enk,8719212,1,5,5,v.1,1.0,Dead-sea fruit,,True,Dead-sea fruit
uiuo.ark+=13960=t17m0xt0c,"Trollope, Thomas Adolphus","Trollope, Thomas Adolphus",1810-1892.,1868,1868,s,1868,    ,London;Chapman & Hall;1868.,1868,,,,,,22231931.0,enk,8719384,1,3,3,v.2,2.0,The dream numbers,,True,The dream numbers
uiuo.ark+=13960=t7tm7kz9z,"Fullom, S. W","Fullom, S. W",,1868,1868,s,1868,    ,London;R. Bentley;1868.,1868,,,,,,55584422.0,enk,8723809,1,3,3,v.3,3.0,Time will tell;,,True,Time will tell;
njp.32101066458710,"Ellis, Sarah Stickney","Ellis, Sarah Stickney",1799-1872.,1868,1868,s,1868,    ,London;Hurst;1868.,1868,,NotFiction,,,,21192842.0,enk,8928117,1,3,3,v.1,1.0,Northern roses : | a Yorkshire story...,,True,Northern roses : a Yorkshire story
uc2.ark+=13960=t13n25f63,"Kingsley, Henry","Kingsley, Henry",1830-1876.,1871,1871,s,1871,    ,London;Tinsley Bros.;1871.,1871,,,,,,11304091.0,enk,6130565,2,4,4,v.2,2.0,Old Margaret,,True,Old Margaret
uc1.b111410,"Arthur, T. S","Arthur, T. S. (Timothy Shay)",1809-1885.,1871,1871,s,1871,    ,"Philadelphia;J.M. Stoddart & co.;New York;W. Gibson, jr.;c1871",1871,,,,,,7832576.0,pau,6606856,2,2,2,,,"Orange blossoms, fresh and faded",,True,"Orange blossoms, fresh and faded"
uiuo.ark+=13960=t6j10q98b,"Walmsley, Hugh Mulleneux","Walmsley, Hugh Mulleneux",,1871,1871,s,1871,    ,London;R. Bentley;1871.,1871,,,,,,13384920.0,enk,8721146,1,3,3,v.1,1.0,The life guardsman,,True,The life guardsman
uiuo.ark+=13960=t2t44bz9q,"Walmsley, Hugh Mulleneux","Walmsley, Hugh Mulleneux",,1871,1871,s,1871,    ,London;R. Bentley;1871.,1871,,,,,,13384920.0,enk,8721146,1,3,3,v.3,3.0,The life guardsman,,True,The life guardsman
uiuo.ark+=13960=t24b3d004,"Collins, Wilkie","Collins, Wilkie",1824-1889.,1872,1872,s,1872,    ,London;R. Bentley and son;1872.,1872,,NotFiction,,,,4323265.0,enk,122866,2,4,3,v.3,3.0,Poor Miss Finch,,True,Poor Miss Finch
nnc1.0113374273,"Collins, Wilkie","Collins, Wilkie",1824-1889.,1873,1873,m,1873,9999,New York|Harper|1873]-,1873,Harper's illustrated library ed.] ...,NotFiction,,,,35179115.0,nyu,8395522,1,5,5,v.29,29.0,[Novels.,,True,[Novels
njp.32101074878412,"Clarke, Mary Cowden","Clarke, Mary Cowden, Mrs",1809-1898.,1873,1873,s,1873,    ,New York;G. P. Putnam's Sons;1873.,1873,,Fiction|UnknownGenre|NotFiction,"Women|Fiction|Characters|In literature|1564-1616|Adaptations|Shakespeare, William",,,319492.0,nyu,9025202,1,10,5,,,"The girlhood of Shakespeare's heroines, | in a series of tales | $c: by Mary Cowden Clarke.",,True,"The girlhood of Shakespeare's heroines, in a series of tales"
uc1.b3125218,"Guernsey, Lucy Ellen","Guernsey, Lucy Ellen",1826-1899.,1874,1874,s,1874,    ,New York;T. Whittaker;1874,1874,,Fiction,,,PZ3.G935Lad,6501919.0,nyu,6105477,2,2,2,,,"Lady Rosamond's book, | being the second part of the Stanton-Corbet chronicles.",,True,"Lady Rosamond's book, being the second part of the Stanton-Corbet chronicles"
uiuo.ark+=13960=t20c5g68c,"Helps, Arthur","Helps, Arthur, Sir",1813-1875.,1874,1874,s,1874,    ,London;W. Isbister;1874.,1874,,,Fiction|Court and courtiers|Soviet Union,,PZ3.H369Iv,4754257.0,enk,7915388,1,5,5,v.1,1.0,Ivan de Biron;,,True,Ivan de Biron;
nyp.33433074849310,"Mrs., Alexander","Alexander, Mrs",1825-1902.,1875,1875,s,1875,    ,New York;H. Holt and Company;1875.,1875,,Fiction,,,PZ3.H357R,5932179.0,nyu,7685050,2,2,2,,,"Ralph Wilton's weird; | a novel, | $c: by Mrs. Alexander [pseud.]",,True,Ralph Wilton's weird; a novel
uiuo.ark+=13960=t63491f4b,"Garvice, Charles","Garvice, Charles",d. 1920.,1875,1875,s,1875,    ,London;A. Smith;1875.,1875,,,,,,8582246.0,enk,8721490,1,3,3,v.2,2.0,Maurice Durant,,True,Maurice Durant
nyp.33433076092190,"Eliot, George","Eliot, George",1819-1880.,1876,1876,s,1876,    ,New York;Harper;1876.,1876,Harper's library ed.|v. 1. Adam Bede -- v. 2. The mill on the Floss -- v. 3. Felix Holt -- v. 4. Scenes of clerical life -- v. 5. Romola -- v. 6-7. Middlemarch -- v. 8-9. Daniel Deronda.,Autobiography|NotFiction|Pastoral fiction|Fiction|UnknownGenre,"social life and customs|English literature|England|Fiction|Social life and customs|Fiction|Eliot, George|19th century|1819-1880",,,33274292.0,nyu,6156176,1,36,26,"v. 7 (Middlemarch, no. 2)",7.0,Novels of George Eliot.,Middlemarch,True,Middlemarch
uc1.b4105109,"Eliot, George","Eliot, George",1819-1880.,1876,1876,s,1876,    ,New York;Harper;1876.,1876,Harper's library ed.|v. 1. Adam Bede -- v. 2. The mill on the Floss -- v. 3. Felix Holt -- v. 4. Scenes of clerical life -- v. 5. Romola -- v. 6-7. Middlemarch -- v. 8-9. Daniel Deronda.,NotFiction|Novel|Bibliographies|Fiction|Didactic fiction|Jewish fiction|Autobiography|NotBiographical,"Marriage|English literature|England|Fiction|Social life and customs|Upper class|Jews|Eliot, George|19th century|1819-1880|Zionists",,,33274292.0,nyu,6156176,2,71,49,v.8,8.0,Novels of George Eliot.,Daniel Deronda,True,Daniel Deronda
uc1.b4105110,"Eliot, George","Eliot, George",1819-1880.,1876,1876,s,1876,    ,New York;Harper;1876.,1876,Harper's library ed.|v. 1. Adam Bede -- v. 2. The mill on the Floss -- v. 3. Felix Holt -- v. 4. Scenes of clerical life -- v. 5. Romola -- v. 6-7. Middlemarch -- v. 8-9. Daniel Deronda.,NotFiction|Novel|Bibliographies|Fiction|Didactic fiction|Jewish fiction|Autobiography|NotBiographical,"Marriage|English literature|England|Fiction|Social life and customs|Upper class|Jews|Eliot, George|19th century|1819-1880|Zionists",,,33274292.0,nyu,6156176,1,71,49,v.9,9.0,Novels of George Eliot.,Daniel Deronda,True,Daniel Deronda
uc2.ark+=13960=t7jq0td5n,"Miller, Joaquin","Miller, J. (Joaquin)",1837-1913.,1876,1876,s,1876,    ,New York;G. W. Carleton;1876.,1876,,Fiction,,,PS2397.O53 1876,3090916.0,nyu,7646008,1,2,2,,,The one fair woman,,True,The one fair woman
uc2.ark+=13960=t0cv4d859,"Harland, Marion","Harland, Marion",1830-1922.,1876,1876,s,1876,    ,New York;G. W. Carleton;1876.,1876,,,,,PZ3.T272My,4879235.0,nyu,7659640,1,2,2,,,My little love,,True,My little love
uc2.ark+=13960=t2w37rr8x,"Fitzgerald, Percy Hetherington","Fitzgerald, Percy Hetherington",1834-1925.,1876,1876,s,1876,    ,London;R. Bentley;1876.,1876,,,,,,13299121.0,enk,7687843,1,3,3,v.3,3.0,"The parvenu family; or, Phoebe: girl and wife",,True,"The parvenu family; or, Phoebe: girl and wife"
uc2.ark+=13960=t3xs5q555,"Trollope, Frances Eleanor","Trollope, Frances Eleanor",,1876,1876,s,1876,    ,London;Chapman and Hall;1876.,1876,,,,,PZ3.T751C,14219465.0,enk,7692754,1,3,3,v.3,3.0,A charming fellow,,True,A charming fellow
uiuo.ark+=13960=t6j10ks03,"Braddon, M. E","Braddon, M. E. (Mary Elizabeth)",1835-1915.,1876,1876,s,1876,    ,London;J. Maxwell and Co.;1876.,1876,,Fiction|NotFiction,,,PR4989.M4,20811463.0,enk,8719211,1,6,6,v.2,2.0,Dead men's shoes,,True,Dead men's shoes
uiuo.ark+=13960=t3708nx0s,"MacDonald, George","MacDonald, George",1824-1905.,1876,1876,s,1876,    ,London;Henry S. King;1876.,1876,,Fiction,"History|Scottish fiction|Civil War, 1642-1649|Fiction|19th century|Religious fiction",,PR4967.S35 1876,18080840.0,enk,8723505,1,4,3,v.3,3.0,St. George and St. Michael,,True,St. George and St. Michael
uiuo.ark+=13960=t3nw0444v,"Shearer, James","Shearer, James",,1877,1877,s,1877,    ,London;Tinsley Brothers;1877.,1877,,,,,,57296903.0,enk,8722529,1,3,3,v.3,3.0,Prinkle and his friends. A novel,,True,Prinkle and his friends. A novel
uiuo.ark+=13960=t8hd8cn6s,"Braddon, M. E","Braddon, M. E. (Mary Elizabeth)",1835-1915.,1879,1879,s,1879,    ,London;J. and R. Maxwell;1879.,1879,,,,,,5183013.0,enk,6059218,2,4,4,v.1,1.0,Vixen,,True,Vixen
uiuo.ark+=13960=t07w6q90x,"Crommelin, May","Crommelin, May",,1881,1881,s,1881,    ,London;Hurst and Blackett;1881.,1881,,,,,,7629996.0,enk,8721629,1,3,3,v.1,1.0,Miss Daisy Dimity,,True,Miss Daisy Dimity
wu.89099759854,"Howells, William Dean","Howells, William Dean",1837-1920.,1881,1881,s,1881,    ,"Boston;New York;Houghton, Mifflin and company;c1881.",1881,A fearful responsibility. -- At the sign of the savage. -- Tonneli's marriage.,Fiction|NotFiction,Manners and customs|Fiction|American fiction,,PZ3.H84,3941529.0,mau,9393470,2,12,11,,,A fearful responsibility : | and other stories / | $c: by William D. Howells.,,True,A fearful responsibility : and other stories
uiuo.ark+=13960=t3gx4zm7t,Randolph,Randolph,,1882,1882,s,1882,    ,London;Hurst and Blackette;1882.,1882,,,,,,266084472.0,enk,8720692,1,3,3,v.2,2.0,Iris,,True,Iris
nyp.33433074895842,"Marks, Mary A. M","Marks, Mary A. M",,1883,1883,s,1883,    ,London;Macmillan;1883?,1883,,Fiction,"Revolution, 1775-1783|1741-1801|Fiction|Arnold, Benedict|History",United States,,15210633.0,enk,8666530,1,3,2,v. 1,1.0,"A great treason; | a story of the war of independence, | $c: By Mary A.M. Hoppus ...",,True,A great treason; a story of the war of independence
nc01.ark+=13960=t15m72s8g,"Braddon, M. E","Braddon, M. E. (Mary Elizabeth)",1835-1915.,1883,1883,s,1883,    ,Leipzig;B. Tauchnitz;1883.,1883,,,,,,11810359.0,gw ,10937514,2,2,2,,,Flower and weed,,True,Flower and weed
njp.32101067707412,"Blackmore, R. D. (Richard Doddridge)","Blackmore, R. D. (Richard Dooddridge)",1825-1900.,1884,1884,s,1884,    ,Leipzig;Tauchnitz;1884.,1884,,Fiction,Fiction|Satire|Social movements,,,2069236.0,gw ,8964895,1,12,12,vol.2,2.0,"The remarkable history of Sir Thomas Upmore, bart., M. P., | formerly known as ""Tommy Upmore"" | $c: [by] Richard Blackmore ...",,True,"The remarkable history of Sir Thomas Upmore, bart., M. P., formerly known as ""Tommy Upmore"""
njp.32101063877326,Moira,Moira,,1884,1884,s,1884,    ,London;Remington;1884.,1884,,Fiction,,,,22942084.0,enk,9041110,1,3,3,v. 1,1.0,Philip Graham : | a subject of Queen Mab / | $c: by Moira.,,True,Philip Graham : a subject of Queen Mab
mdp.39015063942869,"Flagg, E. E. (Elizabeth E.)","Flagg, E. E. (Elizabeth E.)",,1885,1885,s,1885,    ,Chicago;National Christian association;1885.,1885,,NotFiction,,,PZ3.F5974B,8940535.0,ilu,205562,2,2,2,,,"Between two opinions; or, The question of the hour. | $c: By E. E. Flagg ...",,True,"Between two opinions; or, The question of the hour"
uc1.b4104195,"Thackeray, William Makepeace","Thackeray, William Makepeace",1811-1863.,1885,1863,s,1885,    ,New York;G. Munro's sons;1885,1885,,Fiction|NotFiction,,,,15689217.0,nyu,6155740,1,6,4,,,"The rose and the ring; | or, The history of Prince Giglio and Prince Bulbo.  A fireside pantomime of great and small children, | $c: by Mr. M. A. Titmarsh [pseud.]",,True,"The rose and the ring; or, The history of Prince Giglio and Prince Bulbo.  A fireside pantomime of great and small children"
uc2.ark+=13960=t0vq2sn8f,"Henty, G. A","Henty, G. A. (George Alfred)",1832-1902.,1885,1885,s,1885,    ,"London;Blackie & Son, limited;1885",1885,,Juvenile audience|Novel|Fiction,"Alfred, 871-899|Great Britain|King of England|849-899|Alfred|History|Juvenile fiction",,PZ7.H4Dr,7024737.0,enk,7661211,1,11,11,,,The dragon and the raven,,True,The dragon and the raven
uc2.ark+=13960=t10p1901j,"Malet, Lucas","Malet, Lucas",1852-1931.,1885,1885,s,1885,    ,Leipzig;B. Tauchnitz;1885.,1885,,,,,PZ3.H247Co2,9638559.0,ge ,7708064,1,3,3,v.2,2.0,Colonel Enderby's wife,,True,Colonel Enderby's wife
coo.31924065002358,"Yonge, Charlotte M. (Charlotte Mary)","Yonge, Charlotte M. (Charlotte Mary)",1823-1901.,1885,1885,s,1885,    ,Leipzig;B. Tauchnitz;1885.,1885,Copyright ed.,Fiction|NotFiction,823Y8TW,,,37112337.0,gw ,8663287,1,7,7,v.2,2.0,The two sides of the shield.,,True,The two sides of the shield
njp.32101067630226,"Boyle, Frederick","Boyle, Frederick",b. 1841.,1885,1885,s,1885,    ,London;Richard Bentley and Son;1885.,1885,,Fiction,,,,13266482.0,enk,8961245,1,6,6,v.2,2.0,A good hater / | $c: by Frederick Boyle.,,True,A good hater
uc1.b4380138,"Lowell, James Russell","Lowell, James Russell",1819-1891.,1886,1886,s,1887,    ,"Boston;New York;Houghton, Mifflin and company;1887.",1887,Democracy.--Garfield.--Stanley.--Fielding.--Coleridge.--Books and libraries.--Wordsworth.--Don Quixote.--Harvard anniversary.,NotFiction,"Lincoln, Abraham|1809-1865",,PS2322.D4 1887,4709568.0,mau,629847,2,2,2,,,"Democracy, and other addresses / | $c: by James Russell Lowell.",,True,"Democracy, and other addresses"
mdp.39015063975463,"Shorthouse, J. H (Joseph Henry)","Shorthouse, J. H. (Joseph Henry)",1834-1903.,1886,1886,s,1888,    ,London;New York;Macmillan and co.;1888.,1888,,Fiction,,,,377133.0,enk,782318,1,3,3,,,"Sir Percival; | a story of the past and of the present, | $c: by J.H. Shorthouse ...",,True,Sir Percival; a story of the past and of the present
nyp.33433082294657,"James, Henry","James, Henry",1843-1916.,1886,1886,s,1886,    ,London;New York;Macmillan;1886.,1886,,Bookplates (Provenance)|NN-BGC|NotFiction|Presentation inscriptions (Provenance)|Fiction|Ink stamps (Provenance)|UnknownGenre,,,PZ3.J234Pr,788153.0,enk,1027529,1,22,8,,,"The Princess Casamassima; | a novel, | $c: by Henry James.",,True,The Princess Casamassima; a novel
uc2.ark+=13960=t32235s0f,"Dumas, Alexandre","Dumas, Alexandre",1802-1870.,1887,1870,t,1888,1887,"London;New York;G. Routledge and Sons;1888, c1887.",1888,,NotFiction|Novel|Adventure stories|Bibliographies|Fiction|Historical fiction|UnknownGenre,French literature|History|Fiction|19th century|Fiction|History,,PZ3.D89Cou6,2146440.0,enk,7698091,1,38,24,v.5,5.0,The Count of Monte-Cristo,,True,The Count of Monte-Cristo
dul1.ark+=13960=t2b85xw79,"Fox, S. M","Fox, S. M",,1887,1887,s,1887,    ,Edinburgh;W. Blackwood and Sons;1887.,1887,,,Utopias,,,22176244.0,stk,10943348,1,2,2,v.1,1.0,Our own Pompeii,,True,Our own Pompeii
pst.000005325719,"Scott, Hugh Stowell","Scott, Hugh Stowell",1862-1903.,1888,1888,s,1888,    ,London;r. Bentey;1888.,1888,,NotFiction,,,,81941237.0,xx ,7031244,1,2,2,v.1,1.0,The phantom future : | a novel / | $c: by Henry Seton Merriman [pseud.].,,True,The phantom future : a novel
uiuo.ark+=13960=t4vh66t48,"Wood, Henry","Wood, Ellen",1814-1887.,1888,1887,s,1888,    ,London;R. Bentley;1888.,1888,,Fiction,,,,12764011.0,enk,7923277,2,8,8,v.3,3.0,The story of Charles Strange,,True,The story of Charles Strange
njp.32101058274091,"Peirce, B. K. (Bradford Kinney)","Peirce, B. K. (Bradford Kinney)",1819-1889.,1889,1889,s,1889,    ,New York;Hunt & Eaton;Cincinnati;Cranston & Stowe;1889.,1889,,NotFiction,"1785-1851|Audubon, John James",,,265247.0,nyu,7684175,2,2,2,,,"Audubon's adventures; | or, Life in the woods, | $c: by B. K. Peirce.",,True,"Audubon's adventures; or, Life in the woods"
nyp.33433075861504,"Yonge, Charlotte Mary","Yonge, Charlotte M. (Charlotte Mary)",1823-1901.,1889,1889,s,1889,    ,London;Macmillan;1889.,1889,,Fiction|NotFiction,,,,5685763.0,enk,7693988,1,2,2,,,"A reputed changeling : | or, Three seventh years two centuries ago / | $c: by Charlotte M. Yonge.",,True,"A reputed changeling : or, Three seventh years two centuries ago"
nnc1.cu11651474,"Harte, Bret","Harte, Bret",1836-1902.,1889,1889,m,1889,1903,New York;Sully and Kleinteich;c1889-1903,1889-1903,University ed.|v. 1. Cressy -- v. 2. A ward of the Golden Gate -- v. 3. First family of Tasajara -- v. 4. A Sappho of Green Springs and other stories -- v. 5. Colonel Starbottle's client and some other people -- v. 6. A protégée of Jack Hamlin's and other stories -- v. 7. Clarence -- v. 8. A story of the plains -- v. 9. Stories in light and shadow -- v. 10. The luck of Roaring Camp and other sketches -- v. 11. Mrs. Skaggs's husbands and other sketches -- v. 12. Tales of the Argonauts and othe,Fiction|NotFiction,,,,7502948.0,nyu,8421504,1,9,7,v.5,5.0,Stories and tales.,Colonel Starbottle's client and some other people,True,Colonel Starbottle's client and some other people
uiuo.ark+=13960=t1gh9rt8q,"Black, William","Black, William",1841-1898.,1890,1890,s,1890,    ,"London;S. Low, Marston, Searle, & Rivington;1890.",1890,,Fiction,,,,21064060.0,enk,280980,2,9,9,v.1,1.0,The new prince fortunatus,,True,The new prince fortunatus
uc2.ark+=13960=t6736q45t,"Gautier, Th??ophile","Gautier, Théophile",,1890,1890,q,1890,1899,London;Published for the Trade;189-?,"<estimate=""[189-?]"">",,Fiction|NotFiction,,,,22000686.0,enk,7660015,1,14,10,,,Mademoiselle de Maupin,,True,Mademoiselle de Maupin
uiuo.ark+=13960=t9v12bx9q,"Colvill, Helen Hester","Colvill, Helen Hester",,1890,1890,s,1890,    ,London;R. Bentley;1890.,1890,,,,,,13280773.0,enk,8721699,1,3,3,v.3,3.0,Mr. Bryant's mistake,,True,Mr. Bryant's mistake
uiuo.ark+=13960=t1cj8rk2q,Ouida,Ouida,1839-1908.,1890,1890,s,1890,    ,London;Chatto & Windus;1890.,1890,,Fiction,,,PZ3.D376Sy2,9917380.0,enk,8723653,1,6,6,v.2,2.0,Syrlin,,True,Syrlin
uc1.b3328942,"Meredith, George","Meredith, George",1828-1909.,1891,1891,s,1891,    ,"London;Chapman and Hall, limited;1891.",1891,,Bibliographies|Fiction|NotFiction,Fiction|Tobacco,,PR5006.O6 1891,614872.0,enk,1020041,1,23,18,v. 3,3.0,One of our conquerors. | $c: By George Meredith.,,True,One of our conquerors
nyp.33433076075898,"Lummis, Charles Fletcher","Lummis, Charles Fletcher",1859-1928.,1891,1891,s,1891,    ,New York;C. Scribner's sons;1916 [1891,1916,,Fiction|NotFiction,Fiction,,,565142.0,nyu,6700750,2,4,2,,,"A New Mexico David, | and other stories and sketches of the Southwest, | $c: by Charles F. Lummis.",,True,"A New Mexico David, and other stories and sketches of the Southwest"
uiuo.ark+=13960=t4wh2v25j,"Belgrave, Dalrymple J","Belgrave, Dalrymple J",,1891,1891,s,1891,    ,London;Chapman and Hall;1891.,1891,,,,,,77197664.0,enk,8720728,1,2,2,v.1,1.0,Jack Warleigh,,True,Jack Warleigh
mdp.39015065758065,"Grant, Robert","Grant, Robert",1852-1940.,1892,1892,s,1892,    ,New York;C. Scribner's sons;1892.,1892,,NotFiction,,,PS1762.R4 1892,996765.0,nyu,5262005,2,2,2,,,The reflections of a married man.,,True,The reflections of a married man
uc2.ark+=13960=t9m32s75q,"Kipling, Rudyard","Kipling, Rudyard",1865-1936.,1892,1892, ,1892,    ,London;W. Heinemann;1892.,1892,,NotFiction,,,,574229.0,enk,7694456,1,4,4,,,The naulahka;,,True,The naulahka;
uiuo.ark+=13960=t2988xr4w,"Doyle, Arthur Conan","Doyle, Arthur Conan, Sir",1859-1930.,1893,1893,s,1893,    ,"London;Longmans, Green and Co.;1893.",1893,,NotFiction,"France|Huguenots|Fiction|Canada|History|To 1763 (New France)|Louis XIV, 1643-1715",,PR4622.R4 1893,10392756.0,enk,6876317,1,8,8,v.3,3.0,The refugees,,True,The refugees
uc2.ark+=13960=t8rb6xq61,"Zangwill, Israel","Zangwill, Israel",1864-1926.,1893,1893,t,1909,1893,New York;London;Macmillan and co.;1909.,1909,,Fiction|NotFiction,,,,18925359.0,nyu,7677716,2,5,2,,,The King of Schnorrers,,True,The King of Schnorrers
nyp.33433074811682,"Deland, Margaret Wade Campbell","Deland, Margaret Wade Campbell",1857-1945.,1893,1893,s,1893,    ,"Boston;New York;Houghton, Mifflin and Company;1893.",1893,Mr. Tommy Dove.--The face on the wall.--Elizabeth.--At whose door?--A fourth-class appointment.,Fiction,Fiction|Social life and customs|19th century,United States,PZ3.D371M,271617.0,mau,8659909,1,3,2,,,"Mr. Tommy Dove, | and other stories, | $c: by Margaret Deland ...",,True,"Mr. Tommy Dove, and other stories"
nyp.33433074866611,"Kipling, Rudyard","Kipling, Rudyard",1865-1936.,1893,1893,t,1908,1893,"New York;Doubleday, Page;1908;Appleton;c1893",1908,The disturber of traffic.-- A conference of the powers.-- My lord the elephant.-- One view of the question.-- The finest story in the world.-- His private honour.-- A matter of fact.-- The lost legion.-- In the rukh.--  ʻBrugglesmith.ʼ-- ʻLove-o'-women.ʼ-- The record of Badalia Herodsfoot.-- Judson and the empire.-- The children of the zodiac.-- Envoy.,English fiction|NotFiction|Fiction|UnknownGenre,,,,21886018.0,nyu,8665791,1,23,20,,,Many inventions / | $c: by Rudyard Kipling.,,True,Many inventions
uc1.b3324209,"Huth, Alfred Henry","Huth, Alfred Henry",1850-1910.,1894,1894,s,1894,    ,"London;New York;Longmans, Green, and co.;1894.",1894,,Fiction,,,,629999.0,xx ,6130833,2,2,2,,,"A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman: | wherein is truly set down the manner of his taking, the long time of his slavery in Algiers, and means of his delivery. | $c: Written by himself, and now for the first time printed.",,True,"A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman: wherein is truly set down the manner of his taking, the long time of his slavery in Algiers, and means of his delivery"
nnc1.0050796232,"Kingsley, Henry","Kingsley, Henry",1830-1876.,1894,1876,m,1894,1896,"London;Ward, Lock and Bowden;1894-96.",1894-1896,Library ed.|[v.1.] The recollections of Geoffry Hamlyn.--[v.2.] Ravenshoe.--[v.3.] The Hillyars and the Burtons.--[v.4.] Silcote of Silcotes.--[v.5.] Stretton.--[v.6.] Austin Elliot and the Harveys.--[v.7.] Mademoiselle Mathilde.--[v.8.] Old Margaret and other stories.--[v.9.] Valentin and number seventeen.--[v.10.] Oakshott Castle and the grange garden.--[v.11.] Reginald Hetherege and Leighton Court.--[v.12.] The boy in grey and other stories and sketches.,Fiction|NotFiction,English fiction,,,506130775.0,enk,8394498,1,3,3,v.6,6.0,Novels.,Austin Elliot and the Harveys,True,Austin Elliot and the Harveys
uc2.ark+=13960=t71v5kh28,"Francis, John Cyril","Francis, John Cyril",1856-1894.,1895,1894,s,1895,    ,London;R. H. Porter;1895.,1895,,,Somaliland|Description and travel|Horn of Africa|Hunting,,,25952760.0,enk,7936587,2,2,2,,,Three months' leave in Somali Land,,True,Three months' leave in Somali Land
uc1.b261458,"Canton, William","Canton, William",1845-1926.,1896,1896,s,1896,    ,New York;Stone & Kimball;1896.,1896,,,,,,6560390.0,nyu,4981303,2,2,2,,,The invisible playmate,,True,The invisible playmate
uc2.ark+=13960=t9p26w01p,"Besant, Walter","Besant, Walter, Sir",1836-1901.,1896,1896,s,1896,    ,London;Chatto & Windus;1896.,1896,,,Marital conflict|America|Fiction|Asylums|Satire|Religion,,,5206330.0,enk,7685925,1,5,5,v.1,1.0,The city of refuge,,True,The city of refuge
uc2.ark+=13960=t5q819804,"Crockett, S. R","Crockett, S. R. (Samuel Rutherford)",1860-1914.,1896,1896,s,1896,    ,New York;Harper and brothers;1896.,1896,,,"Scotland|Fiction|James VI, 1567-1625|History",,,4813372.0,nyu,7687074,3,3,3,,,The gray man,,True,The gray man
uiuo.ark+=13960=t07w6rt21,"Gissing, Algernon","Gissing, Algernon",1860-1937.,1896,1896,s,1896,    ,London;Hurst and Blackett;1896.,1896,,,,,,5529470.0,enk,8723445,1,2,2,v.1,1.0,The sport of stars,,True,The sport of stars
nyp.33433082364617,"Byron-Curtiss, A. L. (Arthur Lester)","Byron-Curtiss, A. L. (Arthur Lester)",b. 1871.,1897,1897,t,1912,1897,"Boonville, N.Y.;The Willard Press;1912, [c1897].",1912,[4th ed.],Biography|NotFiction,"Foster, Nathaniel|Frontier and pioneer life|New York (State)|History|1767?-1840|Adirondack Mountains",Adirondack Mountains (N.Y.),,18324558.0,nyu,8638461,1,2,2,,,The life and adventures of Nat Foster : | trapper and hunter of the Adirondacks / | $c: by A. L. Byron-Curtiss.,,True,The life and adventures of Nat Foster : trapper and hunter of the Adirondacks
njp.32101041824978,"Sienkiewicz, Henryk","Sienkiewicz, Henryk",1846-1916.,1897,1897,s,1897,    ,"Boston;Little, Brown, and Company;1897.",1897,,Fiction|NotFiction,,,,41891810.0,mau,8890185,1,3,3,,,Without dogma. | A novel of modern Poland. | $c: By Henryk Sienkiewicz... Tr. from the Polish by Iza Young ...,,True,Without dogma. A novel of modern Poland
uc1.$b358697,"Boothby, Guy Newell","Boothby, Guy Newell",1867-1905.,1898,1898,s,1898,    ,"London ; New York;Ward, Lock;1898.",1898,,Fiction,,,,4900266.0,enk,8663861,2,2,2,,,The lust of hate / | $c: by Guy Boothby ; illustrated by Stanley L. Wood.,,True,The lust of hate
uc2.ark:/13960/t03x84232,"Reid, Mayne","Reid, Mayne",1818-1883.,1900,1883,q,1900,1950,"London|G. Routledge & Sons, ltd.|New York|E. P. Dutton and Co.|19--","<estimate=""[19--]"">",,Fiction,,,,3429587.0,enk,244058,4,4,4,,,Afloat in the forest.,,True,Afloat in the forest
